celltype,state,mark,pathway,NES,pval,padj,size
Micro,Activated,H3K27me3,negative regulation of cell motility (GO:2000146),1.616,3e-05,0.0045,87
Micro,Activated,H3K27me3,Epithelial Mesenchymal Transition,1.482,3.62e-05,0.0052,173
Micro,Activated,H3K27me3,cell morphogenesis involved in neuron differentiation (GO:0048667),1.691,4.24e-05,0.0059,65
Micro,Activated,H3K27me3,anterograde trans-synaptic signaling (GO:0098916),1.422,7.84e-05,0.0105,204
Micro,Activated,H3K27me3,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),1.499,8.97e-05,0.0112,149
Micro,Activated,H3K27me3,external encapsulating structure organization (GO:0045229),1.425,8.74e-05,0.0112,192
Micro,Activated,H3K27me3,eye development (GO:0001654),1.743,9.31e-05,0.0113,48
Micro,Activated,H3K27me3,positive regulation of cell population proliferation (GO:0008284),1.3,0.000103,0.0118,374
Micro,Activated,H3K27me3,regulation of cytosolic calcium ion concentration (GO:0051480),1.526,0.000101,0.0118,118
Micro,Activated,H3K27me3,White fat cell differentiation WP4149,1.827,0.00011,0.0119,28
Micro,Activated,H3K27me3,axon development (GO:0061564),1.606,0.000112,0.0119,67
Micro,Activated,H3K27me3,positive regulation of nucleic acid-templated transcription (GO:1903508),1.297,0.000113,0.0119,374
Micro,Activated,H3K27me3,GDNF/RET signaling axis WP4830,1.915,0.00013,0.012,22
Micro,Activated,H3K27me3,embryonic organ development (GO:0048568),1.639,0.000139,0.012,57
Micro,Activated,H3K27me3,extracellular structure organization (GO:0043062),1.418,0.000135,0.012,191
Micro,Activated,H3K27me3,gonad development (GO:0008406),1.746,0.000119,0.012,43
Micro,Activated,H3K27me3,hepaticobiliary system development (GO:0061008),1.976,0.000138,0.012,15
Micro,Activated,H3K27me3,limb development (GO:0060173),1.911,0.000139,0.012,24
Micro,Activated,H3K27me3,modulation of excitatory postsynaptic potential (GO:0098815),1.89,0.000128,0.012,23
Micro,Activated,H3K27me3,regulation of cell migration (GO:0030334),1.352,0.000121,0.012,311
Micro,Activated,H3K27me3,positive regulation of cell junction assembly (GO:1901890),1.672,0.000155,0.0131,50
Micro,Activated,H3K27me3,gland development (GO:0048732),1.624,0.000169,0.0139,63
Micro,Activated,H3K27me3,Neuroactive ligand-receptor interaction,1.344,0.000196,0.0149,306
Micro,Activated,H3K27me3,generation of neurons (GO:0048699),1.418,0.000196,0.0149,178
Micro,Activated,H3K27me3,mesonephric tubule development (GO:0072164),1.886,0.000189,0.0149,16
Micro,Activated,H3K27me3,synapse assembly (GO:0007416),1.696,0.000192,0.0149,56
Micro,Activated,H3K27me3,nervous system development (GO:0007399),1.304,0.00021,0.0157,362
Micro,Activated,H3K27me3,ureteric bud morphogenesis (GO:0060675),1.919,0.00022,0.0161,18
Micro,Activated,H3K27me3,negative regulation of cellular process (GO:0048523),1.289,0.000239,0.0172,398
Micro,Activated,H3K27me3,homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),1.654,0.000267,0.0188,51
Micro,Activated,H3K27me3,Transcriptional misregulation in cancer,1.46,0.000276,0.0191,133
Micro,Activated,H3K27me3,central nervous system development (GO:0007417),1.374,0.000303,0.0206,208
Micro,Activated,H3K27me3,embryonic limb morphogenesis (GO:0030326),1.764,0.000309,0.0207,32
Micro,Activated,H3K27me3,Cushing syndrome,1.452,0.000321,0.0211,124
Micro,Activated,H3K27me3,chordate embryonic development (GO:0043009),1.676,0.000367,0.0237,48
Micro,Activated,H3K27me3,axon guidance (GO:0007411),1.4,0.00039,0.0248,175
Micro,Activated,H3K27me3,Pre-implantation embryo WP3527,1.631,0.000403,0.0253,51
Micro,Activated,H3K27me3,branching morphogenesis of an epithelial tube (GO:0048754),1.685,0.000431,0.0266,41
Micro,Activated,H3K27me3,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),1.751,0.000468,0.0283,27
Micro,Activated,H3K27me3,mesenchymal to epithelial transition (GO:0060231),1.899,0.000474,0.0283,10
Micro,Activated,H3K27me3,cell-cell junction assembly (GO:0007043),1.636,0.00049,0.0288,54
Micro,Activated,H3K27me3,Axon guidance,1.416,0.000545,0.0295,142
Micro,Activated,H3K27me3,Hedgehog Signaling,1.747,0.000547,0.0295,33
Micro,Activated,H3K27me3,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,1.432,0.000536,0.0295,135
Micro,Activated,H3K27me3,cellular divalent inorganic cation homeostasis (GO:0072503),1.499,0.000545,0.0295,83
Micro,Activated,H3K27me3,extracellular matrix organization (GO:0030198),1.331,0.000536,0.0295,251
Micro,Activated,H3K27me3,positive regulation of excitatory postsynaptic potential (GO:2000463),1.816,0.000517,0.0295,16
Micro,Activated,H3K27me3,limb morphogenesis (GO:0035108),1.837,0.000576,0.0306,20
Micro,Activated,H3K27me3,cardiac right ventricle morphogenesis (GO:0003215),1.893,0.000593,0.0311,13
Micro,Activated,H3K27me3,cell communication by electrical coupling involved in cardiac conduction (GO:0086064),1.846,0.000639,0.0331,14
Micro,Activated,H3K27me3,Wnt signaling pathway,1.417,0.000691,0.0353,132
Micro,Activated,H3K27me3,positive regulation of developmental process (GO:0051094),1.421,0.000719,0.0362,133
Micro,Activated,H3K27me3,Genes controlling nephrogenesis WP4823,1.682,0.000785,0.039,37
Micro,Activated,H3K27me3,regulation of axonogenesis (GO:0050770),1.707,0.000831,0.0403,38
Micro,Activated,H3K27me3,regulation of synapse assembly (GO:0051963),1.668,0.000821,0.0403,40
Micro,Activated,H3K27me3,positive regulation of long-term synaptic potentiation (GO:1900273),1.877,0.000853,0.0409,12
Micro,Activated,H3K27me3,neural crest cell development (GO:0014032),1.669,0.000913,0.043,39
Micro,Activated,H3K27me3,positive regulation of MAPK cascade (GO:0043410),1.327,0.00092,0.043,207
Micro,Activated,H3K27me3,Estrogen Response Early,1.368,0.000948,0.0433,168
Micro,Activated,H3K27me3,KRAS Signaling Up,1.362,0.000948,0.0433,161
Micro,Activated,H3K27me3,neuron projection extension (GO:1990138),1.778,0.000983,0.0444,22
Micro,Activated,H3K27me3,potassium ion transport (GO:0006813),1.448,0.001,0.0448,104
Micro,Activated,H3K27me3,male gonad development (GO:0008584),1.674,0.00106,0.0463,36
Micro,Activated,H3K27me3,regulation of neuron differentiation (GO:0045664),1.547,0.00106,0.0463,68
Micro,Activated,H3K27me3,potassium ion transmembrane transport (GO:0071805),1.439,0.00117,0.0504,121
Micro,Activated,H3K27me3,regulation of ERK1 and ERK2 cascade (GO:0070372),1.353,0.00119,0.0505,176
Micro,Activated,H3K27me3,ureteric bud development (GO:0001657),1.792,0.0012,0.0505,19
Micro,Activated,H3K27me3,positive regulation of cell projection organization (GO:0031346),1.476,0.00124,0.0519,82
Micro,Activated,H3K27me3,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),1.831,0.00128,0.0527,15
Micro,Activated,H3K27me3,neural tube development (GO:0021915),1.825,0.00133,0.0544,11
Micro,Activated,H3K27me3,glomerular visceral epithelial cell differentiation (GO:0072112),1.816,0.00145,0.0581,11
Micro,Activated,H3K27me3,ventricular cardiac muscle tissue morphogenesis (GO:0055010),1.704,0.00145,0.0581,31
Micro,Activated,H3K27me3,positive regulation of cellular process (GO:0048522),1.237,0.00152,0.0601,458
Micro,Activated,H3K27me3,heart development (GO:0007507),1.391,0.00156,0.061,130
Micro,Activated,H3K27me3,TNF-alpha Signaling via NF-kB,1.382,0.00157,0.0611,155
Micro,Activated,H3K27me3,Glutamatergic synapse,1.466,0.00159,0.0612,94
Micro,Activated,H3K27me3,Cardiac Progenitor Differentiation WP2406,1.595,0.00167,0.0628,49
Micro,Activated,H3K27me3,inorganic cation transmembrane transport (GO:0098662),1.316,0.0017,0.0628,222
Micro,Activated,H3K27me3,negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037),1.8,0.00172,0.0628,13
Micro,Activated,H3K27me3,negative regulation of nucleic acid-templated transcription (GO:1903507),1.266,0.0017,0.0628,326
Micro,Activated,H3K27me3,sensory organ development (GO:0007423),1.58,0.0017,0.0628,48
Micro,Activated,H3K27me3,pulmonary valve development (GO:0003177),1.79,0.00176,0.0639,16
Micro,Activated,H3K27me3,Mesodermal commitment pathway WP2857,1.397,0.0018,0.0647,120
Micro,Activated,H3K27me3,cellular response to growth factor stimulus (GO:0071363),1.422,0.00185,0.0658,116
Micro,Activated,H3K27me3,central nervous system neuron differentiation (GO:0021953),1.683,0.00191,0.0658,31
Micro,Activated,H3K27me3,negative regulation of chemotaxis (GO:0050922),1.682,0.00192,0.0658,28
Micro,Activated,H3K27me3,negative regulation of epithelial cell proliferation (GO:0050680),1.56,0.0019,0.0658,54
Micro,Activated,H3K27me3,regulation of angiogenesis (GO:0045765),1.372,0.00187,0.0658,160
Micro,Activated,H3K27me3,Spinal Cord Injury WP2431,1.457,0.002,0.0675,86
Micro,Activated,H3K27me3,autonomic nervous system development (GO:0048483),1.758,0.002,0.0675,18
Micro,Activated,H3K27me3,cell-cell junction organization (GO:0045216),1.491,0.0021,0.068,72
Micro,Activated,H3K27me3,neuron migration (GO:0001764),1.597,0.0021,0.068,42
Micro,Activated,H3K27me3,neuron projection development (GO:0031175),1.385,0.0021,0.068,124
Micro,Activated,H3K27me3,positive regulation of synaptic transmission (GO:0050806),1.535,0.0021,0.068,56
Micro,Activated,H3K27me3,regulation of epithelial cell proliferation (GO:0050678),1.478,0.0021,0.068,74
Micro,Activated,H3K27me3,positive regulation of cell cycle G1/S phase transition (GO:1902808),1.699,0.00214,0.0687,21
Micro,Activated,H3K27me3,positive regulation of multicellular organismal process (GO:0051240),1.28,0.0022,0.07,262
Micro,Activated,H3K27me3,embryonic digestive tract development (GO:0048566),1.724,0.00225,0.0711,19
Micro,Activated,H3K27me3,regulation of neuron projection development (GO:0010975),1.38,0.0023,0.072,124
Micro,Activated,H3K27me3,calcium ion transport into cytosol (GO:0060402),1.717,0.00235,0.073,20
Micro,Activated,H3K27me3,TGF-beta signaling pathway,1.482,0.0024,0.0731,72
Micro,Activated,H3K27me3,cardiac ventricle morphogenesis (GO:0003208),1.601,0.0024,0.0731,40
Micro,Activated,H3K27me3,engulfment of apoptotic cell (GO:0043652),1.755,0.00241,0.0731,14
Micro,Activated,H3K27me3,dendrite morphogenesis (GO:0048813),1.674,0.00252,0.0751,30
Micro,Activated,H3K27me3,development of primary male sexual characteristics (GO:0046546),1.634,0.00251,0.0751,36
Micro,Activated,H3K27me3,outflow tract septum morphogenesis (GO:0003148),1.681,0.00254,0.0752,23
Micro,Activated,H3K27me3,Angiogenesis,1.641,0.00271,0.0759,32
Micro,Activated,H3K27me3,Calcium signaling pathway,1.31,0.0027,0.0759,203
Micro,Activated,H3K27me3,Nephrogenesis WP5052,1.744,0.00259,0.0759,16
Micro,Activated,H3K27me3,cardiac atrium morphogenesis (GO:0003209),1.735,0.00271,0.0759,15
Micro,Activated,H3K27me3,cardiac muscle tissue morphogenesis (GO:0055008),1.648,0.00272,0.0759,29
Micro,Activated,H3K27me3,metanephros development (GO:0001656),1.733,0.00268,0.0759,24
Micro,Activated,H3K27me3,negative regulation of multicellular organismal process (GO:0051241),1.356,0.00268,0.0759,171
Micro,Activated,H3K27me3,neurotransmitter secretion (GO:0007269),1.628,0.00261,0.0759,36
Micro,Activated,H3K27me3,negative regulation of cell differentiation (GO:0045596),1.36,0.00287,0.0795,155
Micro,Activated,H3K27me3,Hippo-Merlin Signaling Dysregulation WP4541,1.407,0.003,0.0809,100
Micro,Activated,H3K27me3,cation transport (GO:0006812),1.35,0.003,0.0809,147
Micro,Activated,H3K27me3,endocardial cushion morphogenesis (GO:0003203),1.699,0.00298,0.0809,18
Micro,Activated,H3K27me3,positive regulation of neurogenesis (GO:0050769),1.53,0.003,0.0809,51
Micro,Activated,H3K27me3,secondary palate development (GO:0062009),1.722,0.00304,0.0814,14
Micro,Activated,H3K27me3,cognition (GO:0050890),1.621,0.00311,0.082,35
Micro,Activated,H3K27me3,sympathetic nervous system development (GO:0048485),1.783,0.0031,0.082,15
Micro,Activated,H3K27me3,Dopaminergic Neurogenesis WP2855,1.636,0.00322,0.0824,29
Micro,Activated,H3K27me3,cardiac epithelial to mesenchymal transition (GO:0060317),1.692,0.00318,0.0824,19
Micro,Activated,H3K27me3,mesenchymal cell differentiation (GO:0048762),1.578,0.0032,0.0824,43
Micro,Activated,H3K27me3,positive regulation of nervous system development (GO:0051962),1.629,0.00321,0.0824,34
Micro,Activated,H3K27me3,semaphorin-plexin signaling pathway (GO:0071526),1.635,0.00323,0.0824,28
Micro,Activated,H3K27me3,pulmonary valve morphogenesis (GO:0003184),1.708,0.00342,0.0867,16
Micro,Activated,H3K27me3,genitalia development (GO:0048806),1.737,0.00351,0.0885,12
Micro,Activated,H3K27me3,Endoderm differentiation WP2853,1.366,0.0036,0.0885,119
Micro,Activated,H3K27me3,lamellipodium organization (GO:0097581),1.665,0.00357,0.0885,21
Micro,Activated,H3K27me3,positive regulation of ossification (GO:0045778),1.629,0.00362,0.0885,32
Micro,Activated,H3K27me3,regulation of epithelial to mesenchymal transition (GO:0010717),1.459,0.0036,0.0885,67
Micro,Activated,H3K27me3,regulation of nervous system process (GO:0031644),1.672,0.0037,0.0885,18
Micro,Activated,H3K27me3,regulation of nucleic acid-templated transcription (GO:1903506),1.249,0.0037,0.0885,284
Micro,Activated,H3K27me3,regulation of secretion by cell (GO:1903530),1.57,0.00371,0.0885,39
Micro,Activated,H3K27me3,respiratory system development (GO:0060541),1.617,0.00372,0.0885,31
Micro,Activated,H3K27me3,signal release from synapse (GO:0099643),1.604,0.00371,0.0885,35
Micro,Activated,H3K27me3,cellular polysaccharide catabolic process (GO:0044247),-1.876,0.00383,0.089,14
Micro,Activated,H3K27me3,positive regulation of cell-cell adhesion (GO:0022409),1.589,0.00381,0.089,38
Micro,Activated,H3K27me3,regulation of macromolecule metabolic process (GO:0060255),1.338,0.0038,0.089,143
Micro,Activated,H3K27me3,skeletal system development (GO:0001501),1.35,0.0038,0.089,128
Micro,Activated,H3K27me3,endocrine system development (GO:0035270),1.641,0.00386,0.0892,23
Micro,Activated,H3K27me3,Circadian entrainment,1.428,0.004,0.0918,78
Micro,Activated,H3K27me3,Pathways Regulating Hippo Signaling WP4540,1.429,0.0041,0.093,83
Micro,Activated,H3K27me3,negative regulation of Wnt signaling pathway (GO:0030178),1.343,0.0041,0.093,139
Micro,Activated,H3K27me3,miRNA targets in ECM and membrane receptors WP2911,1.641,0.00417,0.0935,22
Micro,Activated,H3K27me3,positive regulation of heterotypic cell-cell adhesion (GO:0034116),1.717,0.00415,0.0935,12
Micro,Activated,H3K27me3,positive regulation of cytosolic calcium ion concentration (GO:0007204),1.358,0.0043,0.0959,119
Micro,Activated,H3K27me3,cellular response to retinoic acid (GO:0071300),1.584,0.00451,0.0988,36
Micro,Activated,H3K27me3,dopaminergic neuron differentiation (GO:0071542),1.662,0.00451,0.0988,19
Micro,Activated,H3K27me3,inner ear morphogenesis (GO:0042472),1.621,0.00446,0.0988,24
Micro,Activated,H3K27me3,positive regulation of bone mineralization (GO:0030501),1.602,0.00453,0.0988,29
Micro,Homeostatic,H3K27ac,nervous system development (GO:0007399),1.885,3.01e-08,1e-04,420
Micro,Homeostatic,H3K27ac,cell junction assembly (GO:0034329),1.992,4.9e-05,0.0464,91
Micro,Homeostatic,H3K27ac,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),2.073,3.33e-05,0.0464,70
Micro,Homeostatic,H3K27ac,positive regulation of protein ubiquitination (GO:0031398),2.061,4.9e-05,0.0464,73
Micro,Homeostatic,H3K27ac,regulation of neuron differentiation (GO:0045664),2.132,2.4e-05,0.0464,77
Micro,Homeostatic,H3K27ac,positive regulation of nucleic acid-templated transcription (GO:1903508),-1.542,7.83e-05,0.0618,499
Micro,Homeostatic,H3K27ac,axonogenesis (GO:0007409),1.676,9.44e-05,0.0638,239
Micro,Homeostatic,H3K27me3,Lung fibrosis WP3624,-2.136,1.45e-05,0.0218,60
Micro,Homeostatic,H3K27me3,nervous system development (GO:0007399),1.589,9.31e-06,0.0218,424
Micro,Homeostatic,H3K27me3,positive regulation of nucleic acid-templated transcription (GO:1903508),-1.624,1.23e-05,0.0218,463
Micro,Homeostatic,H3K27me3,Epithelial Mesenchymal Transition,1.723,3.74e-05,0.0422,193
Micro,Homeostatic,H3K27me3,Cardiac Hypertrophic Response WP2795,-2.036,7.75e-05,0.0567,50
Micro,Homeostatic,H3K27me3,Extracellular vesicles in the crosstalk of cardiac cells WP4300,-2.19,7.16e-05,0.0567,19
Micro,Homeostatic,H3K27me3,Interferon Gamma Response,-1.734,8.8e-05,0.0567,180
Micro,Homeostatic,H3K27me3,UV Response Up,-1.778,0.000128,0.0631,143
Micro,Homeostatic,H3K27me3,Vascular smooth muscle contraction,-1.814,0.000154,0.0631,123
Micro,Homeostatic,H3K27me3,central nervous system development (GO:0007417),1.611,0.00014,0.0631,250
Micro,Homeostatic,H3K27me3,synapse assembly (GO:0007416),1.977,0.00015,0.0631,68
Micro,Homeostatic,H3K27me3,B Cell Receptor Signaling Pathway WP23,-1.86,0.000229,0.0647,88
Micro,Homeostatic,H3K27me3,Inflammatory mediator regulation of TRP channels,-1.865,0.000196,0.0647,95
Micro,Homeostatic,H3K27me3,Oxytocin signaling pathway,-1.749,0.000218,0.0647,144
Micro,Homeostatic,H3K27me3,TNF-alpha Signaling via NF-kB,-1.704,0.000216,0.0647,194
Micro,Homeostatic,H3K27me3,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1.665,0.000179,0.0647,167
Micro,Homeostatic,H3K27me3,IL-6/JAK/STAT3 Signaling,-1.83,0.000312,0.074,83
Micro,Homeostatic,H3K27me3,Insulin Signaling WP481,-1.714,0.000365,0.074,144
Micro,Homeostatic,H3K27me3,MAPK cascade (GO:0000165),-1.577,0.000368,0.074,267
Micro,Homeostatic,H3K27me3,Neuroactive ligand-receptor interaction,1.523,0.000334,0.074,328
Micro,Homeostatic,H3K27me3,brain development (GO:0007420),1.721,0.000379,0.074,137
Micro,Homeostatic,H3K27me3,cellular response to interleukin-7 (GO:0098761),-2.012,0.000393,0.074,15
Micro,Homeostatic,H3K27me3,cellular response to transforming growth factor beta stimulus (GO:0071560),-1.842,0.000302,0.074,109
Micro,Homeostatic,H3K27me3,interleukin-7-mediated signaling pathway (GO:0038111),-2.012,0.000393,0.074,15
Micro,Homeostatic,H3K27me3,Glycosaminoglycan biosynthesis,-1.898,0.000431,0.0777,52
Micro,Homeostatic,H3K27me3,cell junction assembly (GO:0034329),1.796,0.000533,0.0925,96
Micro,Homeostatic,H3K27me3,positive regulation of endopeptidase activity (GO:0010950),-2.003,0.00056,0.0935,23
Micro,Homeostatic,H3K27me3,MAPK signaling pathway,-1.585,0.000607,0.0944,274
Micro,Homeostatic,H3K27me3,Physiological and pathological hypertrophy of the heart WP1528,-1.997,6e-04,0.0944,23
Micro,Homeostatic,H3K27me3,neuron development (GO:0048666),1.687,0.000649,0.0976,127
Micro,Homeostatic,H3K27me3,transforming growth factor beta receptor signaling pathway (GO:0007179),-1.804,0.000673,0.0979,84
